ip.proto,ip.src.len.mean,ip.src.len.median,ip.src.len.var,ip.src.len.std,ip.src.len.entropy,ip.src.len.cv,ip.src.len.cvq,ip.src.len.unique_ratio,ip.dst.len.mean,ip.dst.len.median,ip.dst.len.var,ip.dst.len.std,ip.dst.len.entropy,ip.dst.len.cv,ip.dst.len.cvq,ip.dst.len.unique_ratio,sport.mean,sport.median,sport.var,sport.std,sport.entropy,sport.cv,sport.cvq,sport.unique_ratio,dport.mean,dport.median,dport.var,dport.std,dport.entropy,dport.cv,dport.cvq,dport.unique_ratio,tcp.flags.mean,tcp.flags.median,tcp.flags.var,tcp.flags.std,tcp.flags.entropy,tcp.flags.cv,tcp.flags.cvq,tcp.flags.unique_ratio,status
9.08,8.5,9.0,2.5408163265306123,1.5939938288872426,0,0.1875286857514403,0,0.08,9.0,9.0,2.7346938775510203,1.6536909861128892,0,0.18374344290143213,0,0.12,28712.26,443.0,894899148.6861225,29914.86501199901,0,1.041884721439518,0,0.24,28111.34,1900.0,845245150.7187755,29073.100122256925,0,1.034212532104728,0,0.32,75.14,65.0,3352.4493877551017,57.90034013505535,0,0.7705661449967441,0,0.1,normal
7.32,9.22,9.0,0.9506122448979593,0.9749934589000888,0,0.10574766365510724,0,0.1,9.28,9.0,1.8791836734693876,1.3708332041023035,0,0.14771909526964477,0,0.1,31823.76,54820.0,805247452.6759182,28376.882363570494,0,0.8916885485426768,0,0.36,24846.08,1900.0,766105061.5853062,27678.602955808772,0,1.1140028107374995,0,0.4,62.8,65.0,912.4081632653061,30.20609480328939,0,0.48098877075301577,0,0.06,normal
7.1,9.16,9.0,1.9330612244897956,1.3903457212110215,0,0.1517844673811159,0,0.1,9.26,9.0,2.073877551020408,1.4400963686574617,0,0.15551796637769566,0,0.12,28532.44,27629.0,818879329.9248979,28616.067688012234,0,1.0029309686802894,0,0.42,28734.18,28357.5,826308710.232245,28745.585926055584,0,1.0003969462868119,0,0.4,66.5,65.0,1081.8877551020407,32.89206218986643,0,0.4946174765393448,0,0.06,normal
6.0,9.54,9.0,0.4983673469387754,0.7059513771774762,0,0.07399909614019667,0,0.06,9.36,9.0,0.3575510204081633,0.59795570104161,0,0.06388415609418911,0,0.08,28840.94,443.0,891476117.7718368,29857.597320813285,0,1.0352504918637633,0,0.22,31011.1,54877.0,881849996.9489796,29695.959269721858,0,0.9575912905289351,0,0.28,98.6,65.0,1590.857142857143,39.8855505522632,0,0.40451876827853145,0,0.04,normal
8.86,8.84,9.0,4.055510204081632,2.013829735623554,0,0.22780879362257397,0,0.1,8.82,9.0,4.640408163265307,2.154160663289836,0,0.24423590286732835,0,0.1,29315.06,52437.0,802869511.9759184,28334.95212588012,0,0.9665664039534669,0,0.38,27070.86,443.0,798928699.4289795,28265.326805628472,0,1.0441237110911317,0,0.4,60.9,65.0,2148.6632653061224,46.35367585538522,0,0.7611441027156851,0,0.06,normal
6.88,9.02,9.0,2.1016326530612246,1.4497008839968417,0,0.1607207188466565,0,0.1,9.28,9.0,1.0220408163265307,1.010960343597379,0,0.10893969219799345,0,0.1,29030.56,54876.5,777417035.8840818,27882.19926555439,0,0.9604430388375005,0,0.26,26866.74,443.0,778515024.5636735,27901.882097157417,0,1.0385287570117332,0,0.26,87.42,65.0,2068.9832653061226,45.48607770852662,0,0.5203166061373441,0,0.1,normal
9.52,8.16,9.0,3.4432653061224494,1.8556037578433735,0,0.227402421304335,0,0.08,8.3,9.0,3.9285714285714293,1.98206241793023,0,0.23880270095544937,0,0.12,32835.12,54861.0,789220883.005714,28093.07535685109,0,0.8555801031593943,0,0.36,24430.92,443.0,824662417.5444899,28716.93607515415,0,1.1754340841505007,0,0.28,76.2,65.0,3863.8367346938776,62.15976781402805,0,0.8157449844360636,0,0.06,normal
6.0,9.62,9.0,0.7302040816326529,0.854519795927896,0,0.0888274216141264,0,0.08,9.48,9.0,0.540408163265306,0.7351245903010633,0,0.07754478800644127,0,0.06,25517.54,443.0,759259942.6616328,27554.671884485084,0,1.0798326125670845,0,0.32,29783.66,54834.0,753153526.1065307,27443.642726623057,0,0.9214328503153426,0,0.34,90.4,65.0,1400.857142857143,37.4280261683293,0,0.4140268381452356,0,0.06,normal
6.0,9.54,9.0,0.8248979591836735,0.9082389328715619,0,0.09520324243936708,0,0.08,9.4,9.0,0.8163265306122449,0.9035079029052513,0,0.09611786201119694,0,0.08,28325.96,27629.0,805787289.7534693,28386.392686522697,0,1.0021334735529774,0,0.36,27852.9,27632.0,777641256.3775512,27886.219829470454,0,1.0011962786449689,0,0.42,66.6,65.0,128.00000000000003,11.313708498984761,0,0.1698755029877592,0,0.04,normal
6.0,9.38,9.0,0.8934693877551019,0.9452350965527581,0,0.10077133225509147,0,0.08,9.1,9.0,0.5000000000000001,0.7071067811865476,0,0.0777040418886316,0,0.06,20018.58,443.0,707748361.5546939,26603.54039511835,0,1.3289424322363699,0,0.3,35778.74,54861.5,726313635.8697958,26950.20660161617,0,0.7532463860274613,0,0.46,65.0,65.0,0.0,0.0,0,0.0,0,0.02,normal
